image,address
X51005442327.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PARINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442333.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PARINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442338.jpg,"379, JALAN PERMAS SATU, BANDAR BARU PERMAS JAYA 81750 PLENTONG, JOHOR."
X51005442341.jpg,"K3-113, JL IBRAHIM SULTAN 80300 JOHOR BAHRU JOHOR"
X51005442344.jpg,"NO 4,JALAN PERJIRANAN 10, TAMAN AIR BIRU, 81700 PASIR GUDANG, JOHOR."
X51005442346.jpg,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU
X51005442361.jpg,"LOT 50, FLOOR T2,SKY AVENUE GENTING HIGHLANDS PAHANG, 69000 PAHANG MALAYSIA"
X51005442376.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442378.jpg,"LOT R1, KWS REHAT & RAWAT PAGOH ARAH UTARA, SIMPANG AMPAT PAGOH, LEBUHRAYA UTARA SELATAN, 84600,PAGOH,JOHOR"
X51005442379.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442383.jpg,"18,JALAN PERMAS 10/7 BANDAR BARU PERMAS JAYA, MASAI,JOHOR"
X51005442384.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442386.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442392.jpg,"12 JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442394.jpg,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
X51005442397.jpg,NO 14 & 16 JALAN PERMAS 4/3 BANDAR BARU PERMAS JAY
X51005444033.jpg,"LOT 6, JALAN BATAI, PLAZA BATAI, DAMANSARA HEIGHTS 50490, KUALA LUMPUR"
X51005444037.jpg,"UNIT G-13, GROUND FLOOR, NO.1 JLN KIARA, MONT KIARA 50480 KUALA LUMPUR"
X51005444045.jpg,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1245-DESA SRI HARTAMAS"
X51005447832.jpg,"LOT 485, TMN LEMBAH KERAMAT JLN ULU KELANG,  54200 KUALA LUMPUR"
X51005447833.jpg,176 JLN SUNGEI BESI 57100 KUALA LUMPUR.
X51005447839.jpg,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL"
X51005447840.jpg,"NO 19-G& 19-1& 19-2 JALAN TASIK UTAMA 4, MEDAN NIAGA TASIK DAMAI"
X51005447848.jpg,"54,JALAN SS23/11 TAMAN SEA,47400 PETALING JAYA,SELANGOR"
X51005447850.jpg,"NO 19-G& 19-1& 19-2 JALAN TASIK UTAMA 4, MEDAN NIAGA TASIK DAMAI"
X51005447852.jpg,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1249-TMN PANDAN CAHAYA"
X51005447853.jpg,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1317 TRILLIUM S6 BESI"
X51005447860.jpg,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
X51005447861.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
X51005453729.jpg,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
X51005453801.jpg,"19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA"
X51005453802.jpg,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
X51005453804.jpg,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
X51005568827.jpg,"NO,1 JALAN PUTERI 7/10 BANDAR PUTERI, 47100 PUCHONG SELANGOR, MALAYSIA"
X51005568829.jpg,"NO.22 JALAN PUTERI 2/4 BANDAR PUTERI 47100 PUCHONG, SELANGOR"
X51005568880.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005568881.jpg,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR."
X51005568884.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005568891.jpg,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR."
X51005568898.jpg,14 JALAN MANIS 4 TAMAN SEGAR 56100 KL
X51005568899.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005568900.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005568911.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005568913.jpg,NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR
X51005568914.jpg,NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR
X51005577192.jpg,"NO. 42, JALAN PBS 14/11, TAMAN PERINDUSTRIAN BUKIT SERDANG, 43300 SERI KEMBANGAN, SELANGOR"
X51005587254.jpg,"4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR"
X51005587267.jpg,"4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR"
X51005605284.jpg,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR"
X51005605285.jpg,"3 FLOOR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
X51005605286.jpg,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
X51005605333.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA KL FESTIVAL CITY MALL"
X51005605334.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
X51005605335.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
X51005663272.jpg,"425, JALAN PAHANG, SETAPAK, 53000 KUALA LUMPUR."
X51005663273.jpg,"NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR"
X51005663276.jpg,"NO 290, JALAN AIR PANAS. SETAPAK. 53200, KUALA LUMPUR."
X51005663277.jpg,"NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR."
X51005663278.jpg,NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR
X51005663279.jpg,"NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR"
X51005663280.jpg,
X51005663293.jpg,"NO 21, JLN BUNGA KANTAN TAMAN P. RAMLEE SETAPAK 53000 KUALA LUMPUR"
X51005663297.jpg,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR"
X51005663298.jpg,"106-107, LEVEL 1 THE MINES MALL SERDANG SRI KEMBANGAN, 43300 SELANGOR DARUL EHSAN."
X51005663301.jpg,"NO 7. SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA"
X51005663311.jpg,"NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA"
X51005663317.jpg,"NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA"
X51005663324.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005675095.jpg,"LEVEL G2, BLOCK D1, SOLARIS DUTAMAS, NO.1, JALAN DUTAMAS 1, 50480 KUALA LUMPUR"
X51005676536.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676538.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676539.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676540.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676541.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676543.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676544.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676545.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676546.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676547.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005676549.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677328.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677329.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677331.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677332.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677334.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677335.jpg,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
X51005677339.jpg,"LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR"
X51005685355.jpg,"NO.2, GROUND FLOOR, JALAN REKO SENTRAL 8 TAMAN REKO SENTRAL, 43000 KAJANG SELANGOR DE"
X51005685357.jpg,"23, JIN BURUNG JENTAYU, TMN BUKIT MALURI, KEPONG, 52100 KL."
X51005705722.jpg,"NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGIR."
X51005705760.jpg,"4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR"
X51005705804.jpg,"NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR."
X51005711401.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711403.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711404.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711441.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711442.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711445.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711447.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711451.jpg,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR"
X51005711452.jpg,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR"
X51005711453.jpg,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR"
X51005711454.jpg,"JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA"
X51005711456.jpg,"NO: 1-1&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR"
X51005712017.jpg,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR"
X51005712021.jpg,"19 & 19A, JALAN MERANTI 2A, SEKSYEI BANDAR BARU BATANG KALI, 44300"
X51005712038.jpg,"5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOR"
X51005712039.jpg,"NO.49, JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI, SELANGOR."
X51005715010.jpg,"USJ SUMMIT, SUBANG (SS)"
X51005715451.jpg,"NO 8, JALAN 7/118B, DESA TAN RAZAH 56000 KUALA LUMPUR, MALAYSIA KSL CITY"
X51005715456.jpg,"33-G JALAN MAJU 3/1 TAMAN LEMBAH MAJU CHERAS, 56100 KL"
X51005717526.jpg,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR"
X51005719814.jpg,"19-1. JALAN MALINJA 2, TAMAN BUNGA RAYA, 53100 SETAPAK, KUALA LUMPUR."
X51005719856.jpg,"A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUR MALAYSIA"
X51005719862.jpg,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1934-LAMAN RIMBUNAN"
X51005719864.jpg,"LOT 37636 , JALAN 6/37A, TAMAN BUKIT MALURI , 52100 KUALA LUMPUR"
X51005719873.jpg,"SHELL STATION PT15944, MUKIM BATU, JLN BESAR KEPONG"
X51005719874.jpg,"LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 47500 PETALING JAYA."
X51005719882.jpg,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1181-TMN SRI SINAR"
X51005719883.jpg,"LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1362-JLN DEVELOPMENT"
X51005719886.jpg,22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK B.CAVES
X51005719893.jpg,"NO.J-G-02, SOHO KI, SOLARIS MONT KIERA, 50 480 KL"
X51005719896.jpg,"LOT 34817 JALAN BATU AMBAR TAMAN KOK LIAN 51200 KUALA LUMPUR,"
X51005719899.jpg,"HQ: 7, JLN SS21/34, 47400 PJ"
X51005719902.jpg,"NO.41, JALAN SERI BINTANG 2 TAMAN SRI BINTANG, 52100 KUALA LUMPUR."
X51005719904.jpg,"NO. 145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR"
X51005719906.jpg,"NO 53, JALAN 3/62A, BANDAR MENJALARA, 52200 KUALA LUMPUR."
X51005719912.jpg,GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL
X51005719914.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005719917.jpg,"D-08, M AVENUE , JLN 1 / 38A SEGAMBUT BAHAGIA 51200 KUALA LUMPUR"
X51005722668.jpg,"NO 12 GF, JALAN MAMANDA 5, TAMAN DATO AHMAD RAZALI, JALAN AMPANG, 68000 AMPANG, SELANGOR."
X51005722699.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE"
X51005724554.jpg,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR."
X51005724621.jpg,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR."
X51005724627.jpg,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR."
X51005724629.jpg,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR."
X51005741944.jpg,JALAN LAPANGAN TERBANG SUBANG 47200 SUBANG SELANGOR
X51005742068.jpg,"LOT 1626, MUKIM KAMPUNG LAUT TUMPAT 16200 PALEKBANG, KELANTAN"
X51005745183.jpg,"NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM."
X51005745187.jpg,"NO. 15. JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG. 40000 SHAH ALAM. SEL."
X51005745188.jpg,"NO.15, JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SEL."
X51005745190.jpg,"NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150"
X51005745214.jpg,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR"
X51005745249.jpg,"A-G-06, DATARAN GLOMAC, JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, MALAYSIA"
X51005745296.jpg,"NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR."
X51005746140.jpg,"9, JALAN SUBANG JASA 3, 40150 SHAN ALAM, SELANGOR."
X51005749895.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005749905.jpg,"NO: G3, BLK G, JIN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN."
X51005749912.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757199.jpg,"NO 8. JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA"
X51005757201.jpg,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS ,55100 KUALA LUMPUR"
X51005757235.jpg,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
X51005757243.jpg,"NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSI."
X51005757248.jpg,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR"
X51005757273.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757286.jpg,"13-1, JALAN PJU 5/10, DATARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR"
X51005757290.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757294.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757304.jpg,"DAISO JAPAN, IOI MALL"
X51005757323.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757324.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757346.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757349.jpg,"NO 5, JALAN KENARI 2, BANDAR PUCHONG JAYA, 47100 PUCHONG, SELANGOR"
X51005757351.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005757353.jpg,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
X51005763940.jpg,"LOT 1F-01&02,1ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA"
X51005806678.jpg,"L4-17 (B), LEVEL 4, UP2-01, MELAWATI MALL, 355, JALAN BANDAR MELAWATI, PUSAT BANDAR MELAWATI, 53100 KUALA LUMPUR."
X51005806679.jpg,"129, JALAN TUN H.S LEE, 50000 KUALA LUMPUR."
